districtname,aun,dataelement,displayvalue
Ringgold SD,101637002,Percent of Gifted Students,2.59
Ringgold SD,101637002,Special Education,14.77
Ringgold SD,101637002,Telephone Number,724-258-9329
Ringgold SD,101637002,Website,http://www.ringgold.org
Ringgold SD,101637002,White ,85.15
Riverside Beaver County SD,127045853,2 or More Races,1.4
Riverside Beaver County SD,127045853,American Indian/Alaskan Native ,0.14
Riverside Beaver County SD,127045853,Asian ,0.28
Riverside Beaver County SD,127045853,Black/African American ,0.98
Riverside Beaver County SD,127045853,Career and Technical Center Name,Beaver County CTC
Riverside Beaver County SD,127045853,Career and Technical Center Website,http://www.bcctc.org
Riverside Beaver County SD,127045853,Charter School Enrollment,31
Riverside Beaver County SD,127045853,District Address (City),Ellwood City
Riverside Beaver County SD,127045853,District Address (State),PA
Riverside Beaver County SD,127045853,District Address (Street),318 Country Club Dr
Riverside Beaver County SD,127045853,District Enrollment,1429
Riverside Beaver County SD,127045853,District Name,Riverside Beaver County SD
Riverside Beaver County SD,127045853,District Zip Code,16117
Riverside Beaver County SD,127045853,Economically Disadvantaged,40.73
Riverside Beaver County SD,127045853,English Learner,0.28
Riverside Beaver County SD,127045853,Enrollment in Partnering Career and Technical Center(s),33
Riverside Beaver County SD,127045853,Female,48.5
Riverside Beaver County SD,127045853,Foster Care,0.14
Riverside Beaver County SD,127045853,Geographic Size of District (Square Miles),49.41
Riverside Beaver County SD,127045853,Grades Offered,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Riverside Beaver County SD,127045853,Hispanic ,0.56
Riverside Beaver County SD,127045853,Homeless,0.63
Riverside Beaver County SD,127045853,Intermediate Unit Name,Beaver Valley IU 27
Riverside Beaver County SD,127045853,Intermediate Unit Website,http://www.bviu.org
Riverside Beaver County SD,127045853,Male,51.5
Riverside Beaver County SD,127045853,Military Connected,0
Riverside Beaver County SD,127045853,Native Hawaiian or other Pacific Islander ,0
Riverside Beaver County SD,127045853,Number of Schools,3
Riverside Beaver County SD,127045853,Percent of Gifted Students,1.89
Riverside Beaver County SD,127045853,Special Education,16.72
Riverside Beaver County SD,127045853,Telephone Number,724-758-7512
Riverside Beaver County SD,127045853,Website,http://www.riverside.k12.pa.us
Riverside Beaver County SD,127045853,White ,96.64
Riverside SD,119357003,2 or More Races,5.07
Riverside SD,119357003,American Indian/Alaskan Native ,0.07
Riverside SD,119357003,Asian ,1.69
Riverside SD,119357003,Black/African American ,4.23
Riverside SD,119357003,Career and Technical Center Name,CTC of Lackawanna County
Riverside SD,119357003,Career and Technical Center Website,http://www.ctclc.edu
Riverside SD,119357003,Charter School Enrollment,43
Riverside SD,119357003,District Address (City),Taylor
Riverside SD,119357003,District Address (State),PA
Riverside SD,119357003,District Address (Street),300 Davis St
Riverside SD,119357003,District Enrollment,1537
Riverside SD,119357003,District Name,Riverside SD
Riverside SD,119357003,District Zip Code,18517
Riverside SD,119357003,Economically Disadvantaged,60.64
Riverside SD,119357003,English Learner,5.07
Riverside SD,119357003,Enrollment in Partnering Career and Technical Center(s),41
Riverside SD,119357003,Female,47.56
Riverside SD,119357003,Foster Care,0.39
Riverside SD,119357003,Geographic Size of District (Square Miles),11.73
Riverside SD,119357003,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Riverside SD,119357003,Hispanic ,16.01
Riverside SD,119357003,Homeless,0.13
Riverside SD,119357003,Intermediate Unit Name,Northeastern Educational IU 19
Riverside SD,119357003,Intermediate Unit Website,http://www.iu19.org
Riverside SD,119357003,Male,52.44
Riverside SD,119357003,Military Connected,0
Riverside SD,119357003,Native Hawaiian or other Pacific Islander ,0.13
Riverside SD,119357003,Number of Schools,3
Riverside SD,119357003,Percent of Gifted Students,2.93
Riverside SD,119357003,Special Education,15.03
Riverside SD,119357003,Telephone Number,570-562-2121
Riverside SD,119357003,Website,http://www.riversidesd.com
Riverside SD,119357003,White ,72.8
Riverview SD,103028203,2 or More Races,4.68
Riverview SD,103028203,American Indian/Alaskan Native ,0
Riverview SD,103028203,Asian ,0.71
Riverview SD,103028203,Black/African American ,7.43
Riverview SD,103028203,Career and Technical Center Name,Forbes Road CTC
Riverview SD,103028203,Career and Technical Center Website,http://www.forbesroad.com
Riverview SD,103028203,Charter School Enrollment,29
Riverview SD,103028203,District Address (City),Oakmont
Riverview SD,103028203,District Address (State),PA
Riverview SD,103028203,District Address (Street),701 10th St
Riverview SD,103028203,District Enrollment,982
Riverview SD,103028203,District Name,Riverview SD
Riverview SD,103028203,District Zip Code,15139
Riverview SD,103028203,Economically Disadvantaged,31.26
Riverview SD,103028203,English Learner,0.51
Riverview SD,103028203,Enrollment in Partnering Career and Technical Center(s),26
Riverview SD,103028203,Female,47.15
Riverview SD,103028203,Foster Care,0.61
Riverview SD,103028203,Geographic Size of District (Square Miles),2.37
Riverview SD,103028203,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Riverview SD,103028203,Hispanic ,1.53
Riverview SD,103028203,Homeless,1.22
Riverview SD,103028203,Intermediate Unit Name,Allegheny IU 3
Riverview SD,103028203,Intermediate Unit Website,http://www.aiu3.net
Riverview SD,103028203,Male,52.85
Riverview SD,103028203,Military Connected,0
Riverview SD,103028203,Native Hawaiian or other Pacific Islander ,0.2
Riverview SD,103028203,Number of Schools,3
Riverview SD,103028203,Percent of Gifted Students,4.38
Riverview SD,103028203,Special Education,16.8
Riverview SD,103028203,Telephone Number,412-828-1800
Riverview SD,103028203,Website,http://www.rsd.k12.pa.us
Riverview SD,103028203,White ,85.44
Rochester Area SD,127046903,2 or More Races,9.49
Rochester Area SD,127046903,American Indian/Alaskan Native ,0
Rochester Area SD,127046903,Asian ,0.29
Rochester Area SD,127046903,Black/African American ,20.58
Rochester Area SD,127046903,Career and Technical Center Name,Beaver County CTC
Rochester Area SD,127046903,Career and Technical Center Website,http://www.bcctc.org
Rochester Area SD,127046903,Charter School Enrollment,94
Rochester Area SD,127046903,District Address (City),Rochester
Rochester Area SD,127046903,District Address (State),PA
Rochester Area SD,127046903,District Address (Street),540 Reno St
Rochester Area SD,127046903,District Enrollment,685
Rochester Area SD,127046903,District Name,Rochester Area SD
Rochester Area SD,127046903,District Zip Code,15074
Rochester Area SD,127046903,Economically Disadvantaged,68.61
Rochester Area SD,127046903,English Learner,0.44
Rochester Area SD,127046903,Enrollment in Partnering Career and Technical Center(s),39
Rochester Area SD,127046903,Female,46.57
Rochester Area SD,127046903,Foster Care,0.29
Rochester Area SD,127046903,Geographic Size of District (Square Miles),5.14
Rochester Area SD,127046903,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Rochester Area SD,127046903,Hispanic ,1.61
Rochester Area SD,127046903,Homeless,1.75
Rochester Area SD,127046903,Intermediate Unit Name,Beaver Valley IU 27
Rochester Area SD,127046903,Intermediate Unit Website,http://www.bviu.org
Rochester Area SD,127046903,Male,53.43
Rochester Area SD,127046903,Military Connected,1.46
Rochester Area SD,127046903,Native Hawaiian or other Pacific Islander ,0
Rochester Area SD,127046903,Number of Schools,3
Rochester Area SD,127046903,Percent of Gifted Students,2.77
Rochester Area SD,127046903,Special Education,27.59
Rochester Area SD,127046903,Telephone Number,724-775-7500
Rochester Area SD,127046903,Website,http://www.rasd.org
Rochester Area SD,127046903,White ,68.03
Rockwood Area SD,108566303,2 or More Races,0.15
Rockwood Area SD,108566303,American Indian/Alaskan Native ,0.15
Rockwood Area SD,108566303,Asian ,0.29
Rockwood Area SD,108566303,Black/African American ,2.05
Rockwood Area SD,108566303,Career and Technical Center Name,Somerset County Technology Center
Rockwood Area SD,108566303,Career and Technical Center Website,http://www.sctc.net/dnn
Rockwood Area SD,108566303,Charter School Enrollment,29
Rockwood Area SD,108566303,District Address (City),Rockwood
Rockwood Area SD,108566303,District Address (State),PA
Rockwood Area SD,108566303,District Address (Street),439 Somerset Ave
Rockwood Area SD,108566303,District Enrollment,684
Rockwood Area SD,108566303,District Name,Rockwood Area SD
Rockwood Area SD,108566303,District Zip Code,15557
Rockwood Area SD,108566303,Economically Disadvantaged,37.72
Rockwood Area SD,108566303,English Learner,0
Rockwood Area SD,108566303,Enrollment in Partnering Career and Technical Center(s),28
Rockwood Area SD,108566303,Female,48.98
Rockwood Area SD,108566303,Foster Care,0.29
Rockwood Area SD,108566303,Geographic Size of District (Square Miles),146.38
Rockwood Area SD,108566303,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Rockwood Area SD,108566303,Hispanic ,0.73
Rockwood Area SD,108566303,Homeless,0.15
Rockwood Area SD,108566303,Intermediate Unit Name,Appalachia IU 8
Rockwood Area SD,108566303,Intermediate Unit Website,http://www.iu08.org
Rockwood Area SD,108566303,Male,51.02
Rockwood Area SD,108566303,Military Connected,0.15
Rockwood Area SD,108566303,Native Hawaiian or other Pacific Islander ,0
Rockwood Area SD,108566303,Number of Schools,2
Rockwood Area SD,108566303,Percent of Gifted Students,0
Rockwood Area SD,108566303,Special Education,10.23
Rockwood Area SD,108566303,Telephone Number,814-926-4913
Rockwood Area SD,108566303,Website,http://www.rockwoodschools.org
Rockwood Area SD,108566303,White ,96.64
Rose Tree Media SD,125237903,2 or More Races,6.37
Rose Tree Media SD,125237903,American Indian/Alaskan Native ,0.18
Rose Tree Media SD,125237903,Asian ,6.95
Rose Tree Media SD,125237903,Black/African American ,4.52
Rose Tree Media SD,125237903,Career and Technical Center Name,Delaware County Technical High School
Rose Tree Media SD,125237903,Career and Technical Center Website,https://www.dciu.org/domain/185
Rose Tree Media SD,125237903,Charter School Enrollment,36
Rose Tree Media SD,125237903,District Address (City),Media
Rose Tree Media SD,125237903,District Address (State),PA
Rose Tree Media SD,125237903,District Address (Street),308 N Olive St
Rose Tree Media SD,125237903,District Enrollment,3985
Rose Tree Media SD,125237903,District Name,Rose Tree Media SD
Rose Tree Media SD,125237903,District Zip Code,19063
Rose Tree Media SD,125237903,Economically Disadvantaged,12.55
Rose Tree Media SD,125237903,English Learner,1.86
Rose Tree Media SD,125237903,Enrollment in Partnering Career and Technical Center(s),35
Rose Tree Media SD,125237903,Female,48.73
Rose Tree Media SD,125237903,Foster Care,0.05
Rose Tree Media SD,125237903,Geographic Size of District (Square Miles),29.77
Rose Tree Media SD,125237903,Grades Offered,"K5H, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Rose Tree Media SD,125237903,Hispanic ,2.86
Rose Tree Media SD,125237903,Homeless,0.3
Rose Tree Media SD,125237903,Intermediate Unit Name,Delaware County IU 25
Rose Tree Media SD,125237903,Intermediate Unit Website,http://www.dciu.org
Rose Tree Media SD,125237903,Male,51.27
Rose Tree Media SD,125237903,Military Connected,0.08
Rose Tree Media SD,125237903,Native Hawaiian or other Pacific Islander ,0.05
Rose Tree Media SD,125237903,Number of Schools,6
Rose Tree Media SD,125237903,Percent of Gifted Students,7.58
Rose Tree Media SD,125237903,Special Education,12.75
Rose Tree Media SD,125237903,Telephone Number,610-627-6000
Rose Tree Media SD,125237903,Website,http://www.rtmsd.org
Rose Tree Media SD,125237903,White ,79.07
Saint Clair Area SD,129546803,2 or More Races,0.93
Saint Clair Area SD,129546803,American Indian/Alaskan Native ,0.75
Saint Clair Area SD,129546803,Asian ,0.56
Saint Clair Area SD,129546803,Black/African American ,5.05
Saint Clair Area SD,129546803,Career and Technical Center Name,Schuylkill Technology Centers
Saint Clair Area SD,129546803,Career and Technical Center Website,http://www.stcenters.org
Saint Clair Area SD,129546803,Charter School Enrollment,34
Saint Clair Area SD,129546803,District Address (City),Saint Clair
Saint Clair Area SD,129546803,District Address (State),PA
Saint Clair Area SD,129546803,District Address (Street),227 S Mill St
Saint Clair Area SD,129546803,District Enrollment,535
Saint Clair Area SD,129546803,District Name,Saint Clair Area SD
Saint Clair Area SD,129546803,District Zip Code,17970
Saint Clair Area SD,129546803,Economically Disadvantaged,67.66
Saint Clair Area SD,129546803,English Learner,0.75
Saint Clair Area SD,129546803,Enrollment in Partnering Career and Technical Center(s),10
Saint Clair Area SD,129546803,Female,48.79
Saint Clair Area SD,129546803,Foster Care,1.68
Saint Clair Area SD,129546803,Geographic Size of District (Square Miles),47.48
Saint Clair Area SD,129546803,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8"
Saint Clair Area SD,129546803,Hispanic ,8.22
Saint Clair Area SD,129546803,Homeless,0.19
Saint Clair Area SD,129546803,Intermediate Unit Name,Schuylkill IU 29
Saint Clair Area SD,129546803,Intermediate Unit Website,http://www.iu29.org
Saint Clair Area SD,129546803,Male,51.21
Saint Clair Area SD,129546803,Military Connected,0
Saint Clair Area SD,129546803,Native Hawaiian or other Pacific Islander ,0
Saint Clair Area SD,129546803,Number of Schools,1
Saint Clair Area SD,129546803,Percent of Gifted Students,0
Saint Clair Area SD,129546803,Special Education,22.99
Saint Clair Area SD,129546803,Telephone Number,570-429-2716
Saint Clair Area SD,129546803,Website,http://www.saintclairsd.org/
Saint Clair Area SD,129546803,White ,84.49
Saint Marys Area SD,109248003,2 or More Races,2.06
Saint Marys Area SD,109248003,American Indian/Alaskan Native ,0
Saint Marys Area SD,109248003,Asian ,0.45
Saint Marys Area SD,109248003,Black/African American ,0.4
Saint Marys Area SD,109248003,Career and Technical Center Name,Not Available
Saint Marys Area SD,109248003,Career and Technical Center Website,Not Available
Saint Marys Area SD,109248003,Charter School Enrollment,24
Saint Marys Area SD,109248003,District Address (City),Saint Marys
Saint Marys Area SD,109248003,District Address (State),PA
Saint Marys Area SD,109248003,District Address (Street),977 S Saint Marys Rd
Saint Marys Area SD,109248003,District Enrollment,1989
Saint Marys Area SD,109248003,District Name,Saint Marys Area SD
Saint Marys Area SD,109248003,District Zip Code,15857
Saint Marys Area SD,109248003,Economically Disadvantaged,42.43
Saint Marys Area SD,109248003,English Learner,0.3
Saint Marys Area SD,109248003,Enrollment in Partnering Career and Technical Center(s),NA
Saint Marys Area SD,109248003,Female,48.52
Saint Marys Area SD,109248003,Foster Care,0.25
Saint Marys Area SD,109248003,Geographic Size of District (Square Miles),341.83
Saint Marys Area SD,109248003,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Saint Marys Area SD,109248003,Hispanic ,1.51
Saint Marys Area SD,109248003,Homeless,1.36
Saint Marys Area SD,109248003,Intermediate Unit Name,Seneca Highlands IU 9
Saint Marys Area SD,109248003,Intermediate Unit Website,http://www.iu9.org
Saint Marys Area SD,109248003,Male,51.48
Saint Marys Area SD,109248003,Military Connected,0.85
Saint Marys Area SD,109248003,Native Hawaiian or other Pacific Islander ,0
Saint Marys Area SD,109248003,Number of Schools,5
Saint Marys Area SD,109248003,Percent of Gifted Students,2.06
Saint Marys Area SD,109248003,Special Education,20.46
Saint Marys Area SD,109248003,Telephone Number,814-834-7831
Saint Marys Area SD,109248003,Website,http://www.smasd.org
Saint Marys Area SD,109248003,White ,95.58
Salisbury Township SD,121395603,2 or More Races,10.42
Salisbury Township SD,121395603,American Indian/Alaskan Native ,0.13
Salisbury Township SD,121395603,Asian ,2.53
Salisbury Township SD,121395603,Black/African American ,4.17
Salisbury Township SD,121395603,Career and Technical Center Name,Lehigh Career & Technical Institute
Salisbury Township SD,121395603,Career and Technical Center Website,http://www.lcti.org
Salisbury Township SD,121395603,Charter School Enrollment,84
Salisbury Township SD,121395603,District Address (City),Allentown
Salisbury Township SD,121395603,District Address (State),PA
Salisbury Township SD,121395603,District Address (Street),1140 Salisbury Rd
Salisbury Township SD,121395603,District Enrollment,1584
Salisbury Township SD,121395603,District Name,Salisbury Township SD
Salisbury Township SD,121395603,District Zip Code,18103
Salisbury Township SD,121395603,Economically Disadvantaged,33.21
Salisbury Township SD,121395603,English Learner,4.23
Salisbury Township SD,121395603,Enrollment in Partnering Career and Technical Center(s),120
Salisbury Township SD,121395603,Female,45.33
Salisbury Township SD,121395603,Foster Care,0.44
Salisbury Township SD,121395603,Geographic Size of District (Square Miles),11.27
Salisbury Township SD,121395603,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Salisbury Township SD,121395603,Hispanic ,17.36
Salisbury Township SD,121395603,Homeless,1.2
Salisbury Township SD,121395603,Intermediate Unit Name,Carbon-Lehigh IU 21
Salisbury Township SD,121395603,Intermediate Unit Website,http://www.cliu.org
Salisbury Township SD,121395603,Male,54.67
Salisbury Township SD,121395603,Military Connected,0.76
Salisbury Township SD,121395603,Native Hawaiian or other Pacific Islander ,0.19
Salisbury Township SD,121395603,Number of Schools,4
Salisbury Township SD,121395603,Percent of Gifted Students,4.36
Salisbury Township SD,121395603,Special Education,21.53
Salisbury Township SD,121395603,Telephone Number,610-797-2062
Salisbury Township SD,121395603,Website,http://www.salisburysd.org
Salisbury Township SD,121395603,White ,65.21
Salisbury-Elk Lick SD,108567004,2 or More Races,1.85
Salisbury-Elk Lick SD,108567004,American Indian/Alaskan Native ,0
Salisbury-Elk Lick SD,108567004,Asian ,1.11
Salisbury-Elk Lick SD,108567004,Black/African American ,0
Salisbury-Elk Lick SD,108567004,Career and Technical Center Name,Not Available
Salisbury-Elk Lick SD,108567004,Career and Technical Center Website,Not Available
Salisbury-Elk Lick SD,108567004,Charter School Enrollment,3
Salisbury-Elk Lick SD,108567004,District Address (City),Salisbury
Salisbury-Elk Lick SD,108567004,District Address (State),PA
Salisbury-Elk Lick SD,108567004,District Address (Street),196 Smith Avenue
Salisbury-Elk Lick SD,108567004,District Enrollment,270
Salisbury-Elk Lick SD,108567004,District Name,Salisbury-Elk Lick SD
Salisbury-Elk Lick SD,108567004,District Zip Code,15558
Salisbury-Elk Lick SD,108567004,Economically Disadvantaged,50
Salisbury-Elk Lick SD,108567004,English Learner,1.11
Salisbury-Elk Lick SD,108567004,Enrollment in Partnering Career and Technical Center(s),2
Salisbury-Elk Lick SD,108567004,Female,49.63
Salisbury-Elk Lick SD,108567004,Foster Care,0.37
Salisbury-Elk Lick SD,108567004,Geographic Size of District (Square Miles),58.04
Salisbury-Elk Lick SD,108567004,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Salisbury-Elk Lick SD,108567004,Hispanic ,0.37
Salisbury-Elk Lick SD,108567004,Homeless,1.48
Salisbury-Elk Lick SD,108567004,Intermediate Unit Name,Appalachia IU 8
Salisbury-Elk Lick SD,108567004,Intermediate Unit Website,http://www.iu08.org
Salisbury-Elk Lick SD,108567004,Male,50.37
Salisbury-Elk Lick SD,108567004,Military Connected,1.11
Salisbury-Elk Lick SD,108567004,Native Hawaiian or other Pacific Islander ,0
Salisbury-Elk Lick SD,108567004,Number of Schools,2
Salisbury-Elk Lick SD,108567004,Percent of Gifted Students,0.37
Salisbury-Elk Lick SD,108567004,Special Education,17.04
Salisbury-Elk Lick SD,108567004,Telephone Number,814-662-2733
Salisbury-Elk Lick SD,108567004,Website,http://www.selsd.com
Salisbury-Elk Lick SD,108567004,White ,96.67
Saucon Valley SD,120486003,2 or More Races,4.42
Saucon Valley SD,120486003,American Indian/Alaskan Native ,0
Saucon Valley SD,120486003,Asian ,3.43
Saucon Valley SD,120486003,Black/African American ,1.69
Saucon Valley SD,120486003,Career and Technical Center Name,Bethlehem AVTS
Saucon Valley SD,120486003,Career and Technical Center Website,http://www.bethlehemavts.org
Saucon Valley SD,120486003,Charter School Enrollment,131
Saucon Valley SD,120486003,District Address (City),Hellertown
Saucon Valley SD,120486003,District Address (State),PA
Saucon Valley SD,120486003,District Address (Street),2097 Polk Valley Rd
Saucon Valley SD,120486003,District Enrollment,2128
Saucon Valley SD,120486003,District Name,Saucon Valley SD
Saucon Valley SD,120486003,District Zip Code,18055
Saucon Valley SD,120486003,Economically Disadvantaged,26.22
Saucon Valley SD,120486003,English Learner,1.64
Saucon Valley SD,120486003,Enrollment in Partnering Career and Technical Center(s),100
Saucon Valley SD,120486003,Female,49.86
Saucon Valley SD,120486003,Foster Care,0.23
Saucon Valley SD,120486003,Geographic Size of District (Square Miles),25.85
Saucon Valley SD,120486003,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Saucon Valley SD,120486003,Hispanic ,8.69
Saucon Valley SD,120486003,Homeless,0.42
Saucon Valley SD,120486003,Intermediate Unit Name,Colonial IU 20
Saucon Valley SD,120486003,Intermediate Unit Website,http://www.ciu20.org
Saucon Valley SD,120486003,Male,50.14
Saucon Valley SD,120486003,Military Connected,0.61
Saucon Valley SD,120486003,Native Hawaiian or other Pacific Islander ,0
Saucon Valley SD,120486003,Number of Schools,3
Saucon Valley SD,120486003,Percent of Gifted Students,4.75
Saucon Valley SD,120486003,Special Education,16.21
Saucon Valley SD,120486003,Telephone Number,610-838-7026
Saucon Valley SD,120486003,Website,http://www.svpanthers.org
Saucon Valley SD,120486003,White ,81.77
Sayre Area SD,117086003,2 or More Races,0.67
Sayre Area SD,117086003,American Indian/Alaskan Native ,0
Sayre Area SD,117086003,Asian ,0.48
Sayre Area SD,117086003,Black/African American ,2.1
Sayre Area SD,117086003,Career and Technical Center Name,Northern Tier Career Center
Sayre Area SD,117086003,Career and Technical Center Website,http://www.ntccschool.org
Sayre Area SD,117086003,Charter School Enrollment,20
Sayre Area SD,117086003,District Address (City),Sayre
Sayre Area SD,117086003,District Address (State),PA
Sayre Area SD,117086003,District Address (Street),333 West Lockhart Street
Sayre Area SD,117086003,District Enrollment,1049
Sayre Area SD,117086003,District Name,Sayre Area SD
Sayre Area SD,117086003,District Zip Code,18840
Sayre Area SD,117086003,Economically Disadvantaged,49.67
Sayre Area SD,117086003,English Learner,0
Sayre Area SD,117086003,Enrollment in Partnering Career and Technical Center(s),30
Sayre Area SD,117086003,Female,48.81
Sayre Area SD,117086003,Foster Care,0.57
Sayre Area SD,117086003,Geographic Size of District (Square Miles),33.32
Sayre Area SD,117086003,Grades Offered,"PreKH, K4H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Sayre Area SD,117086003,Hispanic ,0.57
Sayre Area SD,117086003,Homeless,0.1
Sayre Area SD,117086003,Intermediate Unit Name,BLaST IU 17
Sayre Area SD,117086003,Intermediate Unit Website,http://www.iu17.org
Sayre Area SD,117086003,Male,51.19
Sayre Area SD,117086003,Military Connected,0
Sayre Area SD,117086003,Native Hawaiian or other Pacific Islander ,0
Sayre Area SD,117086003,Number of Schools,2
Sayre Area SD,117086003,Percent of Gifted Students,0
Sayre Area SD,117086003,Special Education,18.78
Sayre Area SD,117086003,Telephone Number,570-888-7615
Sayre Area SD,117086003,Website,http://www.sayresd.org
Sayre Area SD,117086003,White ,96.19
Schuylkill Haven Area SD,129547303,2 or More Races,2.94
Schuylkill Haven Area SD,129547303,American Indian/Alaskan Native ,0.09
Schuylkill Haven Area SD,129547303,Asian ,0.52
Schuylkill Haven Area SD,129547303,Black/African American ,1.04
Schuylkill Haven Area SD,129547303,Career and Technical Center Name,Schuylkill Technology Centers
Schuylkill Haven Area SD,129547303,Career and Technical Center Website,http://www.stcenters.org
Schuylkill Haven Area SD,129547303,Charter School Enrollment,37
Schuylkill Haven Area SD,129547303,District Address (City),Schuylkill Haven
Schuylkill Haven Area SD,129547303,District Address (State),PA
Schuylkill Haven Area SD,129547303,District Address (Street),501 East Main Street
Schuylkill Haven Area SD,129547303,District Enrollment,1155
Schuylkill Haven Area SD,129547303,District Name,Schuylkill Haven Area SD
Schuylkill Haven Area SD,129547303,District Zip Code,17972
Schuylkill Haven Area SD,129547303,Economically Disadvantaged,45.63
Schuylkill Haven Area SD,129547303,English Learner,0.61
Schuylkill Haven Area SD,129547303,Enrollment in Partnering Career and Technical Center(s),37
Schuylkill Haven Area SD,129547303,Female,47.27
Schuylkill Haven Area SD,129547303,Foster Care,0.61
Schuylkill Haven Area SD,129547303,Geographic Size of District (Square Miles),23.93
Schuylkill Haven Area SD,129547303,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Schuylkill Haven Area SD,129547303,Hispanic ,6.58
Schuylkill Haven Area SD,129547303,Homeless,0.87
Schuylkill Haven Area SD,129547303,Intermediate Unit Name,Schuylkill IU 29
Schuylkill Haven Area SD,129547303,Intermediate Unit Website,http://www.iu29.org
Schuylkill Haven Area SD,129547303,Male,52.73
Schuylkill Haven Area SD,129547303,Military Connected,0
Schuylkill Haven Area SD,129547303,Native Hawaiian or other Pacific Islander ,0
Schuylkill Haven Area SD,129547303,Number of Schools,3
Schuylkill Haven Area SD,129547303,Percent of Gifted Students,2.42
Schuylkill Haven Area SD,129547303,Special Education,23.55
Schuylkill Haven Area SD,129547303,Telephone Number,570-385-6705
Schuylkill Haven Area SD,129547303,Website,http://www.shasd.org
Schuylkill Haven Area SD,129547303,White ,88.83
Schuylkill Valley SD,114067503,2 or More Races,1.04
Schuylkill Valley SD,114067503,American Indian/Alaskan Native ,0.09
Schuylkill Valley SD,114067503,Asian ,1.47
Schuylkill Valley SD,114067503,Black/African American ,2.61
Schuylkill Valley SD,114067503,Career and Technical Center Name,Berks CTC
Schuylkill Valley SD,114067503,Career and Technical Center Website,http://www.berkscareer.com
Schuylkill Valley SD,114067503,Charter School Enrollment,33
Schuylkill Valley SD,114067503,District Address (City),Leesport
Schuylkill Valley SD,114067503,District Address (State),PA
Schuylkill Valley SD,114067503,District Address (Street),929 Lakeshore Drive
Schuylkill Valley SD,114067503,District Enrollment,2111
Schuylkill Valley SD,114067503,District Name,Schuylkill Valley SD
Schuylkill Valley SD,114067503,District Zip Code,19533
Schuylkill Valley SD,114067503,Economically Disadvantaged,31.26
Schuylkill Valley SD,114067503,English Learner,0.99
Schuylkill Valley SD,114067503,Enrollment in Partnering Career and Technical Center(s),86
Schuylkill Valley SD,114067503,Female,49.6
Schuylkill Valley SD,114067503,Foster Care,0.47
Schuylkill Valley SD,114067503,Geographic Size of District (Square Miles),51.98
Schuylkill Valley SD,114067503,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Schuylkill Valley SD,114067503,Hispanic ,10.94
Schuylkill Valley SD,114067503,Homeless,0.24
Schuylkill Valley SD,114067503,Intermediate Unit Name,Berks County IU 14
Schuylkill Valley SD,114067503,Intermediate Unit Website,http://www.berksiu.org
Schuylkill Valley SD,114067503,Male,50.4
Schuylkill Valley SD,114067503,Military Connected,0.19
Schuylkill Valley SD,114067503,Native Hawaiian or other Pacific Islander ,0.38
Schuylkill Valley SD,114067503,Number of Schools,3
Schuylkill Valley SD,114067503,Percent of Gifted Students,1.94
Schuylkill Valley SD,114067503,Special Education,18.24
Schuylkill Valley SD,114067503,Telephone Number,610-916-0957
Schuylkill Valley SD,114067503,Website,http://www.schuylkillvalley.org
Schuylkill Valley SD,114067503,White ,83.47
Scranton SD,119357402,2 or More Races,4.91
Scranton SD,119357402,American Indian/Alaskan Native ,0.15
Scranton SD,119357402,Asian ,6.3
Scranton SD,119357402,Black/African American ,13.51
Scranton SD,119357402,Career and Technical Center Name,CTC of Lackawanna County
Scranton SD,119357402,Career and Technical Center Website,http://www.ctclc.edu
Scranton SD,119357402,Charter School Enrollment,554
Scranton SD,119357402,District Address (City),Scranton
Scranton SD,119357402,District Address (State),PA
Scranton SD,119357402,District Address (Street),425 N Washington Ave
Scranton SD,119357402,District Enrollment,9992
Scranton SD,119357402,District Name,Scranton SD
Scranton SD,119357402,District Zip Code,18503
Scranton SD,119357402,Economically Disadvantaged,74.46
Scranton SD,119357402,English Learner,9.4
Scranton SD,119357402,Enrollment in Partnering Career and Technical Center(s),252
Scranton SD,119357402,Female,48.51
Scranton SD,119357402,Foster Care,0.43
